,Text,Text1,giải_trí,lưu_trú,nhà_hàng,ăn_uống,di_chuyển,mua_sắm,Label1,Pair,Count,Label
3458,"bạn_bè của tôi và tôi quyết_định thử địa_điểm này vì xếp_hạng trip advisor . chúng_tôi đã rất ngạc_nhiên khi đó là một nhà_hàng đơn_giản , nhưng chúng_tôi đã nhanh_chóng bị những con chả_giò . lựa_chọn thịt bò hoặc tôm . chúng_tôi được hướng_dẫn cách tự làm và chúng rất ngon . đối_với món tráng_miệng , chúng_tôi đã thử thạch với mảnh dừa dán bọc trong lá chuối cũng như thạch trắng dừa ngọt . khi chúng_tôi nhận được hoá_đơn , chúng_tôi rất vui_mừng khi thấy chi_phí thấp . có giá_trị tuyệt_vời và chất_lượng thức_ăn . không chắc_chắn nếu có những lựa_chọn thực_phẩm khác bởi_vì tất_cả mọi người khác đang ăn chả_giò . mỗi đơn hàng bao_gồm các thành_phần cho hai cuộn chả_giò . chúng_tôi cần phải đi taxi đến và đi từ nhà_hàng khoảng 2 usd 50 mỗi chiều vì chúng_tôi ở cách đó vài cây_số .",ăn_uống,0,0,5,5,0,0,relate,"bạn_bè của tôi và tôi quyết_định thử địa_điểm này vì xếp_hạng trip advisor . chúng_tôi đã rất ngạc_nhiên khi đó là một nhà_hàng đơn_giản , nhưng chúng_tôi đã nhanh_chóng bị những con chả_giò . lựa_chọn thịt bò hoặc tôm . chúng_tôi được hướng_dẫn cách tự làm và chúng rất ngon . đối_với món tráng_miệng , chúng_tôi đã thử thạch với mảnh dừa dán bọc trong lá chuối cũng như thạch trắng dừa ngọt . khi chúng_tôi nhận được hoá_đơn , chúng_tôi rất vui_mừng khi thấy chi_phí thấp . có giá_trị tuyệt_vời và chất_lượng thức_ăn . không chắc_chắn nếu có những lựa_chọn thực_phẩm khác bởi_vì tất_cả mọi người khác đang ăn chả_giò . mỗi đơn hàng bao_gồm các thành_phần cho hai cuộn chả_giò . chúng_tôi cần phải đi taxi đến và đi từ nhà_hàng khoảng 2 usd 50 mỗi chiều vì chúng_tôi ở cách đó vài cây_số . ăn_uống",150,5
3459,"không_gian biển đẹp tuy_nhiên đơn_vị quản_lý để cho các nhóm khách vào ăn_nhậu hát_hò bằng loa kẹo kéo rất phản_cảm , các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết_tật . mua_bán hàng rong lấn_chiếm không ai xử_lý",giải_trí,2,0,0,2,0,0,relate,"không_gian biển đẹp tuy_nhiên đơn_vị quản_lý để cho các nhóm khách vào ăn_nhậu hát_hò bằng loa kẹo kéo rất phản_cảm , các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết_tật . mua_bán hàng rong lấn_chiếm không ai xử_lý giải_trí",47,2
3460,"không_gian biển đẹp tuy_nhiên đơn_vị quản_lý để cho các nhóm khách vào ăn_nhậu hát_hò bằng loa kẹo kéo rất phản_cảm , các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết_tật . mua_bán hàng rong lấn_chiếm không ai xử_lý",ăn_uống,2,0,0,2,0,0,relate,"không_gian biển đẹp tuy_nhiên đơn_vị quản_lý để cho các nhóm khách vào ăn_nhậu hát_hò bằng loa kẹo kéo rất phản_cảm , các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết_tật . mua_bán hàng rong lấn_chiếm không ai xử_lý ăn_uống",47,2
3461,"quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất_giá tiền 1 chuyến , không phân_biệt bao nhieu người , đồ_ăn quán này cũng rất rẻ , ngang những quán khác , được cái_là đồ tươi_sống , ăn quán này thi khỏi phải bàn_cãi về độ tươi của món ăn rồi , toàn là đồ sống , khách nào gọi mới làm , chữ không phải kieu bỏ đông , nhân_viên cung thân_thiện , được cai quán bán từ sáng đên khuya 1g sáng muon quá ăn cũng có , mà nhà_hàng nổi tren biển nên ăn_ở đây chụp hình checkhông in cũng thích , nói_chung sẽ quay lại .",ăn_uống,0,0,0,5,0,0,relate,"quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất_giá tiền 1 chuyến , không phân_biệt bao nhieu người , đồ_ăn quán này cũng rất rẻ , ngang những quán khác , được cái_là đồ tươi_sống , ăn quán này thi khỏi phải bàn_cãi về độ tươi của món ăn rồi , toàn là đồ sống , khách nào gọi mới làm , chữ không phải kieu bỏ đông , nhân_viên cung thân_thiện , được cai quán bán từ sáng đên khuya 1g sáng muon quá ăn cũng có , mà nhà_hàng nổi tren biển nên ăn_ở đây chụp hình checkhông in cũng thích , nói_chung sẽ quay lại . ăn_uống",129,5
3462,"là nơi thoả_mãn nhu_cầu mua_sắm của người_dân qui_nhơn toạ_lạc tại trung_tâm thành_phố qui_nhơn , là nơi giao nhau giữa các tuyến đường huyết_mạch và khu du_lịch , bãi_tắm .",giải_trí,5,0,0,0,0,5,relate,"là nơi thoả_mãn nhu_cầu mua_sắm của người_dân qui_nhơn toạ_lạc tại trung_tâm thành_phố qui_nhơn , là nơi giao nhau giữa các tuyến đường huyết_mạch và khu du_lịch , bãi_tắm . giải_trí",34,5
3463,"là nơi thoả_mãn nhu_cầu mua_sắm của người_dân qui_nhơn toạ_lạc tại trung_tâm thành_phố qui_nhơn , là nơi giao nhau giữa các tuyến đường huyết_mạch và khu du_lịch , bãi_tắm .",mua_sắm,5,0,0,0,0,5,relate,"là nơi thoả_mãn nhu_cầu mua_sắm của người_dân qui_nhơn toạ_lạc tại trung_tâm thành_phố qui_nhơn , là nơi giao nhau giữa các tuyến đường huyết_mạch và khu du_lịch , bãi_tắm . mua_sắm",34,5
3464,bogosov tại 5 elements garden ở quy nhơn là một địa_điểm ăn_uống rất ngon .,ăn_uống,0,0,0,5,0,0,relate,bogosov tại 5 elements garden ở quy nhơn là một địa_điểm ăn_uống rất ngon . ăn_uống,22,5
3465,"cũ_kỹ , từ vật_chất đến phát_triển thể_thao địa_phương , cơ_cấu quản_lý không tốt , bóng_đá bình_định tụt lùi không_thể phát_triển , thậm_chí võ_thuật truyền_thống cũng không phát_triển mạnhmojt số cơ_sở vật_chất xây_dựng nên để phát_triển thể_thao … thêm",giải_trí,2,0,0,0,0,0,relate,"cũ_kỹ , từ vật_chất đến phát_triển thể_thao địa_phương , cơ_cấu quản_lý không tốt , bóng_đá bình_định tụt lùi không_thể phát_triển , thậm_chí võ_thuật truyền_thống cũng không phát_triển mạnhmojt số cơ_sở vật_chất xây_dựng nên để phát_triển thể_thao … thêm giải_trí",43,2
3466,vui xịn nhưng cần đi theo đoàn để vào . khách lẻ 1 tuần chỉ có 4 tiếng tham_quan theo lịch . cần đkhông lịch từ trước,giải_trí,4,0,0,0,0,0,relate,vui xịn nhưng cần đi theo đoàn để vào . khách lẻ 1 tuần chỉ có 4 tiếng tham_quan theo lịch . cần đkhông lịch từ trước giải_trí,29,4
3467,kém chất_lượng . tôi vào siêu_thị quên đem khẩu_trang theo nên không vào đkhông mà tại_sao siêu_thị không phát không trang miễn_phí cho những khách_hàng nào quên mang khẩu_trang chứ cần phải khắc_phục lỗi này . cực_kỳ thất_vọng,mua_sắm,0,0,0,0,0,3,relate,kém chất_lượng . tôi vào siêu_thị quên đem khẩu_trang theo nên không vào đkhông mà tại_sao siêu_thị không phát không trang miễn_phí cho những khách_hàng nào quên mang khẩu_trang chứ cần phải khắc_phục lỗi này . cực_kỳ thất_vọng mua_sắm,40,3
3468,"ăn chè khúc bạch ở đây được hơn 2 năm rồi . khúc bạch ở đây vẫn ngon nhất qn , vừa dẻo vừa thơm , đặc_biệt là khúc bạch trà xanh và phô_mai mình đã ăn_ở vài nơi cả ở qn và đà_nẵng , cảm_thấy khúc bạch ở đây vẫn ngon nhất . nước vải ngọt có cả vải thật to ngon . giá từ hồi 2 năm trước đến giờ vẫn giá tiền mình thấy như_vậy là rẻ . tiếc là quán ở vị_trí không thuận_lợi , ít người qua_lại nên quán vắng hiu . nếu được đặt ở vị_trí sầm_uất hơn thì mình tin quán sẽ rất hút khách .",ăn_uống,0,0,0,5,0,0,relate,"ăn chè khúc bạch ở đây được hơn 2 năm rồi . khúc bạch ở đây vẫn ngon nhất qn , vừa dẻo vừa thơm , đặc_biệt là khúc bạch trà xanh và phô_mai mình đã ăn_ở vài nơi cả ở qn và đà_nẵng , cảm_thấy khúc bạch ở đây vẫn ngon nhất . nước vải ngọt có cả vải thật to ngon . giá từ hồi 2 năm trước đến giờ vẫn giá tiền mình thấy như_vậy là rẻ . tiếc là quán ở vị_trí không thuận_lợi , ít người qua_lại nên quán vắng hiu . nếu được đặt ở vị_trí sầm_uất hơn thì mình tin quán sẽ rất hút khách . ăn_uống",118,5
3469,"những ai yêu màu xanh ngát xanh thì đây là một địa điểm không thể bỏ qua . với tông màu xanh ngọc chủ đạo trong nội thất của quán , hòa cùng màu xanh của nước biển , của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check in tuyệt vời rồi . đặc biệt quán còn có dịch vụ câu cá fre , khi bạn đến đây thì liên hệ nhân_viên , họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn .",ăn_uống,0,0,0,5,0,0,relate,"những ai yêu màu xanh ngát xanh thì đây là một địa điểm không thể bỏ qua . với tông màu xanh ngọc chủ đạo trong nội thất của quán , hòa cùng màu xanh của nước biển , của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check in tuyệt vời rồi . đặc biệt quán còn có dịch vụ câu cá fre , khi bạn đến đây thì liên hệ nhân_viên , họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn . ăn_uống",228,5
3470,"mình bước vào phòng và ngạc_nhiên về sự sạch_sẽ , thoáng mát của phòng . đặc_biệt mình rất thích design phòng với giường ngủ rộng , hườn ra phía tường kính , khi nằm có_thể vừa xem phim vừa ngắm cảnh thành_phố . phòng của mình đặt khá sớm , xong mình có thay_đổi lịch cá_nhân nên có yêu_cầu ks đổi ngày giúp mình , anh huy đã hỗ_trợ ngay và ks sau đó còn giúp mình nâng hạng phòng , vừa co view thành_phố , vừa có view biển rất đẹp .",lưu_trú,0,5,0,0,0,0,relate,"mình bước vào phòng và ngạc_nhiên về sự sạch_sẽ , thoáng mát của phòng . đặc_biệt mình rất thích design phòng với giường ngủ rộng , hườn ra phía tường kính , khi nằm có_thể vừa xem phim vừa ngắm cảnh thành_phố . phòng của mình đặt khá sớm , xong mình có thay_đổi lịch cá_nhân nên có yêu_cầu ks đổi ngày giúp mình , anh huy đã hỗ_trợ ngay và ks sau đó còn giúp mình nâng hạng phòng , vừa co view thành_phố , vừa có view biển rất đẹp . lưu_trú",96,5
3471,"wifi quá kém , đèn phòng hư nên hơi tối",lưu_trú,0,2,0,0,0,0,relate,"wifi quá kém , đèn phòng hư nên hơi tối lưu_trú",11,2
3472,"hàng_hoá nhiều , đa_dạng . mình thích mua vải áo_dài , giá_cả phù_hợp . đồ mặc nhà có nhiều kiểu , kích_cỡ dễ lựa . đồ_ăn dạng stret fod rất nhiều món . điểm cộng là có nhiều bảo_vệ trong chợ nên không có cảnh chèo_kéo khách như xưa nên mua_sắm thoải_mái . nên đi sớm , buổi chiều nóng do mái tôn chợ thấp .",ăn_uống,0,0,0,4,0,3,relate,"hàng_hoá nhiều , đa_dạng . mình thích mua vải áo_dài , giá_cả phù_hợp . đồ mặc nhà có nhiều kiểu , kích_cỡ dễ lựa . đồ_ăn dạng stret fod rất nhiều món . điểm cộng là có nhiều bảo_vệ trong chợ nên không có cảnh chèo_kéo khách như xưa nên mua_sắm thoải_mái . nên đi sớm , buổi chiều nóng do mái tôn chợ thấp . ăn_uống",69,4
3473,"hàng_hoá nhiều , đa_dạng . mình thích mua vải áo_dài , giá_cả phù_hợp . đồ mặc nhà có nhiều kiểu , kích_cỡ dễ lựa . đồ_ăn dạng stret fod rất nhiều món . điểm cộng là có nhiều bảo_vệ trong chợ nên không có cảnh chèo_kéo khách như xưa nên mua_sắm thoải_mái . nên đi sớm , buổi chiều nóng do mái tôn chợ thấp .",mua_sắm,0,0,0,4,0,3,relate,"hàng_hoá nhiều , đa_dạng . mình thích mua vải áo_dài , giá_cả phù_hợp . đồ mặc nhà có nhiều kiểu , kích_cỡ dễ lựa . đồ_ăn dạng stret fod rất nhiều món . điểm cộng là có nhiều bảo_vệ trong chợ nên không có cảnh chèo_kéo khách như xưa nên mua_sắm thoải_mái . nên đi sớm , buổi chiều nóng do mái tôn chợ thấp . mua_sắm",69,3
3474,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình,nhà_hàng,0,0,5,5,5,0,relate,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình nhà_hàng,37,5
3475,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình,ăn_uống,0,0,5,5,5,0,relate,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình ăn_uống,37,5
3476,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình,di_chuyển,0,0,5,5,5,0,relate,ăn tại nhà_hàng hoàng thao luôn có hải_sản tươi_sống phục_vụ chu_đáo và rất nhanh_nhẹn . món ăn thì tuyệt_vời đặc_biệt là nước_chấm y bài . phương_tiện đưa_đón đúng giờ_giấc . luôn có mấy anh hướng_dẫn_viên nhiệt_tình di_chuyển,37,5
3477,"nhà_hàng hải_sản ngon tuyệt , hải_sản tươi giá hợp_lí . nhân_viên phục_vụ dễ_thương nữa , lần sau minh sẽ thường_xuyên ghé nhiều hơn.hehe",nhà_hàng,0,0,5,5,0,0,relate,"nhà_hàng hải_sản ngon tuyệt , hải_sản tươi giá hợp_lí . nhân_viên phục_vụ dễ_thương nữa , lần sau minh sẽ thường_xuyên ghé nhiều hơn.hehe nhà_hàng",27,5
3478,"nhà_hàng hải_sản ngon tuyệt , hải_sản tươi giá hợp_lí . nhân_viên phục_vụ dễ_thương nữa , lần sau minh sẽ thường_xuyên ghé nhiều hơn.hehe",ăn_uống,0,0,5,5,0,0,relate,"nhà_hàng hải_sản ngon tuyệt , hải_sản tươi giá hợp_lí . nhân_viên phục_vụ dễ_thương nữa , lần sau minh sẽ thường_xuyên ghé nhiều hơn.hehe ăn_uống",27,5
3479,không_gian cảng cá kết_hợp phà . cho người thích trải_nghiệm . lưu_ý co nhiều khói do tàu,di_chuyển,0,0,0,0,3,0,relate,không_gian cảng cá kết_hợp phà . cho người thích trải_nghiệm . lưu_ý co nhiều khói do tàu di_chuyển,18,3
3480,"cảm_ơn dịch_vụ cho thuê xe_máy quy nhơn giá rẻ đã rất nhiệt_tình hướng_dẫn và giúp_đỡ mình có chuyến hành_trình trải_nghiệm quy nhơn thật vui_vẻ và thú_vị . bạn mình khen tít_mắt lúc cửa_hàng cho nhân_viên mang xe tới , toàn e vision đời_mới , lại còn có mũ cặp thiệt dễ_thương nữa . hài_lòng lắm luôn",di_chuyển,0,0,0,0,5,0,relate,"cảm_ơn dịch_vụ cho thuê xe_máy quy nhơn giá rẻ đã rất nhiệt_tình hướng_dẫn và giúp_đỡ mình có chuyến hành_trình trải_nghiệm quy nhơn thật vui_vẻ và thú_vị . bạn mình khen tít_mắt lúc cửa_hàng cho nhân_viên mang xe tới , toàn e vision đời_mới , lại còn có mũ cặp thiệt dễ_thương nữa . hài_lòng lắm luôn di_chuyển",60,5
3481,khách_sạn quy nhơn gần biển nằm trong phòng có_thể view trọn bãi biển qua khung cửa_kính . cảm_nhận hương_vị biển và các món hải_sản tươi_sống thật tuyệt_vời . chắc_chắn sẽ quay lại quy nhơn lần nữa,lưu_trú,0,5,0,0,0,0,relate,khách_sạn quy nhơn gần biển nằm trong phòng có_thể view trọn bãi biển qua khung cửa_kính . cảm_nhận hương_vị biển và các món hải_sản tươi_sống thật tuyệt_vời . chắc_chắn sẽ quay lại quy nhơn lần nữa lưu_trú,39,5
3482,quán này có nhiều bình_luận tốt nên tôi dẫn anh họ đi du_học về qua ăn thử . ăn xong về nhà anh có dấu_hiệu khó tiêu và chóng_mặt . tôi không hài_lòng chút nào cả .,ăn_uống,0,0,0,1,0,0,relate,quán này có nhiều bình_luận tốt nên tôi dẫn anh họ đi du_học về qua ăn thử . ăn xong về nhà anh có dấu_hiệu khó tiêu và chóng_mặt . tôi không hài_lòng chút nào cả . ăn_uống,38,1
3483,"tết đến xuân về là lúc bạn_bè gặp gở để trò_chuyện hàn nguyên nhau sau 1 năm gặp lại . không phải không dể tìm_kiếm đâu quán này nằm trên con đường ngô mây nên dễ thấy . view quán zễ thương , à mình bật_mí tầng 2 đẹp đấy nhé . mình thích trà sữa ở đây giá khá tốthông mà_lại ngon , không cần phô_trương này_nọ miễn quán trà sữa ngon giá tốthông thì fan trà sữa như tụi mình tự tìm moi ra chúc quán năm mới vui_vẻ , phát_triển hơn đặc_biệt quán sớm sớm tạo ra những hương_vị mới nhé 3",ăn_uống,0,0,0,5,0,0,relate,"tết đến xuân về là lúc bạn_bè gặp gở để trò_chuyện hàn nguyên nhau sau 1 năm gặp lại . không phải không dể tìm_kiếm đâu quán này nằm trên con đường ngô mây nên dễ thấy . view quán zễ thương , à mình bật_mí tầng 2 đẹp đấy nhé . mình thích trà sữa ở đây giá khá tốthông mà_lại ngon , không cần phô_trương này_nọ miễn quán trà sữa ngon giá tốthông thì fan trà sữa như tụi mình tự tìm moi ra chúc quán năm mới vui_vẻ , phát_triển hơn đặc_biệt quán sớm sớm tạo ra những hương_vị mới nhé 3 ăn_uống",109,5
3484,"đồ_ăn ổn , khá thích . họ tính tiền chúng_tôi cho khăn_ăn tho . hầu_như không có tiền nhưng nếu tôi biết nó sẽ tốn_kém tiền_bạc , tôi đã đi và rửa tay_trong phòng tắm ..",ăn_uống,0,0,0,4,0,0,relate,"đồ_ăn ổn , khá thích . họ tính tiền chúng_tôi cho khăn_ăn tho . hầu_như không có tiền nhưng nếu tôi biết nó sẽ tốn_kém tiền_bạc , tôi đã đi và rửa tay_trong phòng tắm .. ăn_uống",38,4
3485,"tôi đã ăn_ở the refinery trước_đây , và thức_ăn rất ngon . hôm_nay tôi đến lúc 11 01 và hỏi họ mở_cửa lúc mấy giờ . cô ấy nói rằng họ đã mở và hướng tôi đến một chiếc bàn bên trong . tôi xem_lại thực_đơn và biết mình muốn gì , nhưng trong 20 phút , tôi không bao_giờ được nói_chuyện với ai nữa . những người phục_vụ nhìn tôi , không mỉm cười , nhưng không bao_giờ cung_cấp nước hoặc nhận và gọi món . có_lẽ đây là lý_do tại_sao thứ_hạng của họ đã giảm cho đến nay . ồ , tôi đã đi bộ qua đường tới grand hyat và có một trải_nghiệm tuyệt_vời . nhiều quá nên ngày_mai tôi sẽ đi_lại .",giải_trí,1,0,0,4,0,0,relate,"tôi đã ăn_ở the refinery trước_đây , và thức_ăn rất ngon . hôm_nay tôi đến lúc 11 01 và hỏi họ mở_cửa lúc mấy giờ . cô ấy nói rằng họ đã mở và hướng tôi đến một chiếc bàn bên trong . tôi xem_lại thực_đơn và biết mình muốn gì , nhưng trong 20 phút , tôi không bao_giờ được nói_chuyện với ai nữa . những người phục_vụ nhìn tôi , không mỉm cười , nhưng không bao_giờ cung_cấp nước hoặc nhận và gọi món . có_lẽ đây là lý_do tại_sao thứ_hạng của họ đã giảm cho đến nay . ồ , tôi đã đi bộ qua đường tới grand hyat và có một trải_nghiệm tuyệt_vời . nhiều quá nên ngày_mai tôi sẽ đi_lại . giải_trí",131,1
3486,"tôi đã ăn_ở the refinery trước_đây , và thức_ăn rất ngon . hôm_nay tôi đến lúc 11 01 và hỏi họ mở_cửa lúc mấy giờ . cô ấy nói rằng họ đã mở và hướng tôi đến một chiếc bàn bên trong . tôi xem_lại thực_đơn và biết mình muốn gì , nhưng trong 20 phút , tôi không bao_giờ được nói_chuyện với ai nữa . những người phục_vụ nhìn tôi , không mỉm cười , nhưng không bao_giờ cung_cấp nước hoặc nhận và gọi món . có_lẽ đây là lý_do tại_sao thứ_hạng của họ đã giảm cho đến nay . ồ , tôi đã đi bộ qua đường tới grand hyat và có một trải_nghiệm tuyệt_vời . nhiều quá nên ngày_mai tôi sẽ đi_lại .",ăn_uống,1,0,0,4,0,0,relate,"tôi đã ăn_ở the refinery trước_đây , và thức_ăn rất ngon . hôm_nay tôi đến lúc 11 01 và hỏi họ mở_cửa lúc mấy giờ . cô ấy nói rằng họ đã mở và hướng tôi đến một chiếc bàn bên trong . tôi xem_lại thực_đơn và biết mình muốn gì , nhưng trong 20 phút , tôi không bao_giờ được nói_chuyện với ai nữa . những người phục_vụ nhìn tôi , không mỉm cười , nhưng không bao_giờ cung_cấp nước hoặc nhận và gọi món . có_lẽ đây là lý_do tại_sao thứ_hạng của họ đã giảm cho đến nay . ồ , tôi đã đi bộ qua đường tới grand hyat và có một trải_nghiệm tuyệt_vời . nhiều quá nên ngày_mai tôi sẽ đi_lại . ăn_uống",131,4
3487,"mình lại quán này mấy lần rồi , thử cũng nhiều món quán này , nhưng thấy cánh_gà chiên mắm là ngon nhứt , thịt gà dai , mà mắm ak , đậm_đà , thấm_tháp lắm , mà quán hơi đông chờ hơi lâu chút . ngoài_ra thì tất_cả đều tốt",ăn_uống,0,0,0,4,0,0,relate,"mình lại quán này mấy lần rồi , thử cũng nhiều món quán này , nhưng thấy cánh_gà chiên mắm là ngon nhứt , thịt gà dai , mà mắm ak , đậm_đà , thấm_tháp lắm , mà quán hơi đông chờ hơi lâu chút . ngoài_ra thì tất_cả đều tốt ăn_uống",54,4
3488,mình có đặt phòng cho khách nhật của công_ty sang công_tác tại đây . khách rất hài_lòng cảm_ơn khách_sạn vì mình đã được sếp khen .,lưu_trú,0,5,0,0,0,0,relate,mình có đặt phòng cho khách nhật của công_ty sang công_tác tại đây . khách rất hài_lòng cảm_ơn khách_sạn vì mình đã được sếp khen . lưu_trú,27,5
3489,cũng tạm chủ_yếu dô mua phải_biết trả_giá đồ í với_lại là dô xỏ khuyên thui à cũng tạm,mua_sắm,0,0,0,0,0,3,relate,cũng tạm chủ_yếu dô mua phải_biết trả_giá đồ í với_lại là dô xỏ khuyên thui à cũng tạm mua_sắm,21,3
3490,"lần đầu_tiên đi công_tác ở bình_định , xem review về dịch_vụ cho thuê xe_máy , chọn ngay chỗ này vì nằm gần bến_xe quy nhơn . đến rồi mới biết nơi này chất_lượng và uy_tín vô_cùng , toàn là xe mới , máy mạnh . tổng_số ngày thuê xe của mình là 19 ngày , chặng đường đi hết tỉnh bình_định , chở theo rất nhiều đồ , đi từ biển rồi lên núi mà xe bao khoẻ , bao xịn , không hề bị hư_hại trong quá_trình di_chuyển , quá là tuyệt_vời ông mặt_trời . cô_chú còn vô_cùng tốt_bụng và dễ mến , giảm_giá xe cho mình nữa ấy cảm_ơn cô_chú vì dịch_vụ quá tuyệt_vời , vì tình người vô_cùng ấp áp ️ ️ xin hẹn gặp lại sau ạ !",di_chuyển,0,0,0,0,5,0,relate,"lần đầu_tiên đi công_tác ở bình_định , xem review về dịch_vụ cho thuê xe_máy , chọn ngay chỗ này vì nằm gần bến_xe quy nhơn . đến rồi mới biết nơi này chất_lượng và uy_tín vô_cùng , toàn là xe mới , máy mạnh . tổng_số ngày thuê xe của mình là 19 ngày , chặng đường đi hết tỉnh bình_định , chở theo rất nhiều đồ , đi từ biển rồi lên núi mà xe bao khoẻ , bao xịn , không hề bị hư_hại trong quá_trình di_chuyển , quá là tuyệt_vời ông mặt_trời . cô_chú còn vô_cùng tốt_bụng và dễ mến , giảm_giá xe cho mình nữa ấy cảm_ơn cô_chú vì dịch_vụ quá tuyệt_vời , vì tình người vô_cùng ấp áp ️ ️ xin hẹn gặp lại sau ạ ! di_chuyển",134,5
3491,"phòng cũng khá đẹp , có bar và bể_bơi trên tầng thượng đẹp .",giải_trí,5,5,0,0,0,0,relate,"phòng cũng khá đẹp , có bar và bể_bơi trên tầng thượng đẹp . giải_trí",15,5
3492,"phòng cũng khá đẹp , có bar và bể_bơi trên tầng thượng đẹp .",lưu_trú,5,5,0,0,0,0,relate,"phòng cũng khá đẹp , có bar và bể_bơi trên tầng thượng đẹp . lưu_trú",15,5
3493,"bình_định điểm du_lịch đang nổi và thu_hút rất nhiều khách du_lịch trong giai_đoạn gần đây . sân_bay phù_cát mới được xây_dựng trong năm 2018 nhằm đáp_ứng lượng du_khách đổ về ngày_một đông . với lối thiết_kế không_gian tuyệt_vời , mới , hiện_đại , đây là một địa_điểm checkhông in sống ảo cũng rất lý_tưởng . vote 5 sao cho 1 sân_bay mới trên quê_hương mình .",di_chuyển,0,0,0,0,5,0,relate,"bình_định điểm du_lịch đang nổi và thu_hút rất nhiều khách du_lịch trong giai_đoạn gần đây . sân_bay phù_cát mới được xây_dựng trong năm 2018 nhằm đáp_ứng lượng du_khách đổ về ngày_một đông . với lối thiết_kế không_gian tuyệt_vời , mới , hiện_đại , đây là một địa_điểm checkhông in sống ảo cũng rất lý_tưởng . vote 5 sao cho 1 sân_bay mới trên quê_hương mình . di_chuyển",69,5
3494,"nhìn quán bình_dân thôi nhưng chế_biến rất vừa_miệng , đồ tươi ngon giá hợp_lý",ăn_uống,0,0,0,5,0,0,relate,"nhìn quán bình_dân thôi nhưng chế_biến rất vừa_miệng , đồ tươi ngon giá hợp_lý ăn_uống",15,5
3495,"ăn gà rán ở đâu ? quy nhơn có 4 thương_hiệu gà rán luôn , nhưng em mình hay đòi ăn jolnhắn tine nhất , tại nước_chấm ở đây không cay , ở đây còn có mì ý nữa . jolnhắn tine có 2 tiệm , 1 là ở tầng 1 kim_cúc plaza và 1 ở nguyễn_huệ , gần ngay nice cafe ấy . cá_nhân mình thấy gà rán ở đây ngon mà , nước_chấm ngọt ngọt chua và ít cay nên dễ ăn",ăn_uống,0,0,0,5,0,0,relate,"ăn gà rán ở đâu ? quy nhơn có 4 thương_hiệu gà rán luôn , nhưng em mình hay đòi ăn jolnhắn tine nhất , tại nước_chấm ở đây không cay , ở đây còn có mì ý nữa . jolnhắn tine có 2 tiệm , 1 là ở tầng 1 kim_cúc plaza và 1 ở nguyễn_huệ , gần ngay nice cafe ấy . cá_nhân mình thấy gà rán ở đây ngon mà , nước_chấm ngọt ngọt chua và ít cay nên dễ ăn ăn_uống",95,5
